pth,label
neutral/ffhq_1666.png,neutral
surprise/image0025690.jpg,surprise
sad/image0002414.jpg,sad
happy/ffhq_1339.png,contempt
contempt/image0038413.jpg,contempt
neutral/ffhq_4703.png,sad
disgust/image0030895.jpg,disgust
surprise/image0001659.jpg,neutral
disgust/image0039976.jpg,surprise
anger/image0016984.jpg,anger
happy/ffhq_4500.png,happy
surprise/image0018114.jpg,happy
happy/ffhq_2041.png,contempt
contempt/image0039805.jpg,contempt
anger/image0014639.jpg,anger
neutral/ffhq_2202.png,neutral
sad/image0023977.jpg,neutral
happy/ffhq_4576.png,surprise
anger/image0013102.jpg,anger
surprise/ffhq_306.png,surprise
anger/image0020216.jpg,anger
happy/ffhq_1601.png,happy
happy/ffhq_4480.png,happy
anger/image0029317.jpg,contempt
fear/image0036848.jpg,fear
happy/ffhq_1864.png,happy
sad/image0018784.jpg,disgust
fear/image0038306.jpg,fear
anger/image0009395.jpg,anger
surprise/image0025692.jpg,surprise
contempt/image0036494.jpg,happy
happy/ffhq_4219.png,happy
contempt/image0001968.jpg,happy
sad/image0002455.jpg,contempt
surprise/image0025334.jpg,surprise
fear/image0039661.jpg,fear
neutral/ffhq_783.png,anger
fear/image0035768.jpg,fear
fear/image0025555.jpg,fear
anger/image0009245.jpg,anger
neutral/ffhq_308.png,surprise
anger/image0029576.jpg,surprise
disgust/image0014211.jpg,disgust
disgust/image0042245.jpg,disgust
fear/image0036283.jpg,fear
sad/image0022202.jpg,sad
happy/ffhq_1575.png,happy
fear/image0039972.jpg,disgust
sad/image0010561.jpg,sad
neutral/ffhq_3893.png,anger
neutral/ffhq_5551.png,neutral
fear/image0036235.jpg,fear
sad/image0025606.jpg,surprise
fear/image0036092.jpg,surprise
contempt/image0035064.jpg,contempt
fear/image0033240.jpg,fear
neutral/ffhq_2124.png,surprise
happy/ffhq_3982.png,happy
neutral/ffhq_2814.png,fear
neutral/ffhq_2489.png,sad
contempt/image0032305.jpg,contempt
neutral/ffhq_4503.png,contempt
contempt/image0018542.jpg,neutral
neutral/ffhq_1010.png,neutral
surprise/image0010531.jpg,surprise
neutral/ffhq_4868.png,contempt
happy/ffhq_4452.png,surprise
sad/image0026074.jpg,anger
happy/ffhq_4917.png,contempt
surprise/image0020696.jpg,surprise
surprise/image0029135.jpg,surprise
anger/image0013358.jpg,anger
fear/image0036170.jpg,surprise
fear/image0033393.jpg,surprise
anger/image0009076.jpg,disgust
surprise/image0007761.jpg,surprise
surprise/image0027409.jpg,surprise
happy/ffhq_3522.png,happy
surprise/image0030935.jpg,surprise
anger/image0015119.jpg,contempt
disgust/image0033287.jpg,surprise
surprise/image0025803.jpg,surprise
neutral/ffhq_370.png,surprise
surprise/image0029823.jpg,surprise
sad/image0024467.jpg,sad
anger/image0010836.jpg,fear
anger/image0015095.jpg,anger
contempt/ffhq_56.png,contempt
surprise/image0030922.jpg,surprise
anger/image0022975.jpg,anger
disgust/ffhq_6.png,disgust
surprise/image0032119.jpg,surprise
surprise/image0030795.jpg,sad
happy/ffhq_3493.png,happy
happy/ffhq_4089.png,happy
happy/ffhq_3329.png,contempt
disgust/image0037377.jpg,disgust
sad/image0021456.jpg,anger
surprise/image0022712.jpg,surprise
anger/image0020318.jpg,anger
neutral/ffhq_5324.png,neutral
surprise/image0015796.jpg,surprise
happy/ffhq_4108.png,happy
surprise/image0011251.jpg,surprise
fear/image0039187.jpg,fear
surprise/ffhq_34.png,surprise
surprise/ffhq_430.png,surprise
happy/image0039941.jpg,happy
fear/image0017430.jpg,fear
sad/image0029737.jpg,disgust
happy/ffhq_2618.png,happy
contempt/image0038308.jpg,contempt
sad/image0012151.jpg,sad
anger/image0004550.jpg,disgust
surprise/image0007130.jpg,contempt
contempt/image0026742.jpg,contempt
anger/image0018915.jpg,anger
contempt/image0041580.jpg,contempt
fear/image0036793.jpg,fear
contempt/image0040118.jpg,contempt
surprise/image0026641.jpg,surprise
surprise/image0022100.jpg,surprise
contempt/image0039856.jpg,surprise
surprise/image0027587.jpg,fear
fear/image0026665.jpg,fear
neutral/ffhq_5172.png,contempt
contempt/image0037766.jpg,contempt
sad/image0030183.jpg,sad
anger/image0028607.jpg,neutral
surprise/image0020874.jpg,surprise
sad/image0026444.jpg,sad
anger/image0015393.jpg,neutral
surprise/image0027672.jpg,sad
surprise/image0034809.jpg,disgust
sad/image0007355.jpg,sad
fear/image0037445.jpg,anger
neutral/ffhq_1768.png,surprise
surprise/image0031952.jpg,surprise
contempt/image0035956.jpg,contempt
happy/ffhq_1089.png,happy
disgust/ffhq_7.png,disgust
surprise/image0034128.jpg,fear
neutral/ffhq_522.png,disgust
sad/image0019563.jpg,sad
neutral/ffhq_4746.png,contempt
surprise/image0034234.jpg,surprise
happy/ffhq_4249.png,happy
neutral/ffhq_523.png,contempt
sad/image0024106.jpg,neutral
neutral/ffhq_4754.png,neutral
surprise/image0030149.jpg,surprise
fear/image0036796.jpg,happy
neutral/ffhq_828.png,neutral
neutral/ffhq_1995.png,neutral
contempt/image0005628.jpg,contempt
fear/image0033757.jpg,happy
happy/ffhq_4057.png,happy
anger/image0028235.jpg,disgust
anger/image0016670.jpg,disgust
surprise/image0012210.jpg,surprise
happy/ffhq_2152.png,happy
neutral/ffhq_5088.png,neutral
fear/image0033706.jpg,fear
surprise/image0019140.jpg,happy
happy/ffhq_1147.png,happy
fear/image0032494.jpg,surprise
neutral/ffhq_3911.png,contempt
neutral/ffhq_4465.png,contempt
happy/ffhq_4341.png,happy
disgust/image0040196.jpg,surprise
disgust/image0040451.jpg,disgust
sad/image0008137.jpg,sad
sad/image0019516.jpg,sad
neutral/ffhq_1962.png,disgust
surprise/ffhq_75.png,surprise
surprise/image0012128.jpg,surprise
surprise/image0034325.jpg,surprise
contempt/image0032876.jpg,contempt
happy/ffhq_4426.png,happy
happy/ffhq_3112.png,happy
contempt/image0038834.jpg,contempt
anger/image0025428.jpg,anger
neutral/ffhq_1883.png,anger
disgust/image0036263.jpg,disgust
happy/ffhq_122.png,happy
neutral/ffhq_86.png,surprise
disgust/image0037339.jpg,disgust
fear/image0036342.jpg,disgust
surprise/image0026484.jpg,fear
happy/ffhq_1259.png,happy
disgust/image0038152.jpg,disgust
contempt/image0040803.jpg,contempt
happy/ffhq_3196.png,happy
surprise/image0033195.jpg,fear
neutral/ffhq_5263.png,neutral
surprise/ffhq_385.png,fear
disgust/image0040703.jpg,disgust
sad/image0021614.jpg,anger
neutral/ffhq_2351.png,surprise
anger/image0017540.jpg,anger
sad/image0018166.jpg,anger
disgust/image0038179.jpg,disgust
fear/image0032815.jpg,fear
happy/ffhq_4042.png,happy
happy/ffhq_113.png,happy
happy/ffhq_589.png,happy
happy/ffhq_2684.png,happy
happy/ffhq_3742.png,happy
surprise/image0027620.jpg,surprise
neutral/ffhq_4194.png,surprise
anger/image0028661.jpg,anger
neutral/ffhq_1797.png,surprise
disgust/image0021887.jpg,fear
neutral/ffhq_414.png,contempt
happy/ffhq_1769.png,happy
disgust/image0040627.jpg,disgust
neutral/ffhq_4342.png,anger
happy/ffhq_4351.png,happy
anger/image0030243.jpg,anger
disgust/image0038790.jpg,disgust
happy/ffhq_1215.png,disgust
anger/image0006597.jpg,anger
fear/image0039087.jpg,sad
happy/ffhq_1269.png,happy
neutral/image0037009.jpg,neutral
happy/ffhq_271.png,surprise
neutral/ffhq_2922.png,sad
happy/ffhq_1449.png,happy
surprise/ffhq_392.png,surprise
neutral/ffhq_732.png,neutral
neutral/ffhq_1595.png,neutral
sad/image0003644.jpg,neutral
neutral/ffhq_2770.png,sad
neutral/ffhq_772.png,neutral
anger/image0004956.jpg,anger
sad/image0004913.jpg,sad
happy/ffhq_119.png,happy
sad/image0001275.jpg,disgust
neutral/ffhq_4966.png,surprise
anger/image0021560.jpg,anger
disgust/image0042050.jpg,disgust
neutral/ffhq_322.png,contempt
happy/ffhq_680.png,happy
neutral/ffhq_1384.png,fear
fear/image0016933.jpg,fear
neutral/ffhq_3857.png,contempt
happy/ffhq_524.png,happy
happy/ffhq_1615.png,happy
neutral/ffhq_5428.png,sad
contempt/image0039887.jpg,neutral
anger/image0018425.jpg,anger
surprise/image0026556.jpg,fear
anger/image0023379.jpg,anger
disgust/image0034912.jpg,disgust
neutral/ffhq_1287.png,fear
surprise/image0005240.jpg,surprise
anger/image0017565.jpg,anger
disgust/image0040359.jpg,disgust
anger/image0016915.jpg,contempt
sad/image0009594.jpg,anger
happy/ffhq_3771.png,happy
happy/ffhq_4938.png,happy
happy/ffhq_3217.png,happy
happy/ffhq_1972.png,happy
happy/ffhq_4770.png,happy
surprise/image0032841.jpg,surprise
anger/image0022051.jpg,anger
sad/image0019857.jpg,fear
fear/image0039590.jpg,fear
happy/ffhq_697.png,contempt
happy/ffhq_550.png,surprise
disgust/image0032625.jpg,sad
fear/image0034266.jpg,surprise
neutral/ffhq_1071.png,surprise
contempt/image0038007.jpg,disgust
neutral/ffhq_82.png,sad
fear/image0031523.jpg,fear
neutral/ffhq_3914.png,surprise
neutral/ffhq_337.png,anger
disgust/image0038699.jpg,disgust
sad/image0007080.jpg,neutral
happy/ffhq_2715.png,disgust
neutral/ffhq_1782.png,surprise
anger/image0015556.jpg,anger
happy/ffhq_4517.png,contempt
surprise/image0015164.jpg,surprise
neutral/ffhq_5234.png,sad
fear/image0033888.jpg,fear
disgust/image0034857.jpg,disgust
neutral/ffhq_1388.png,neutral
anger/image0019467.jpg,anger
happy/ffhq_2266.png,happy
neutral/ffhq_378.png,fear
neutral/ffhq_1274.png,neutral
surprise/image0030859.jpg,surprise
contempt/image0040371.jpg,contempt
surprise/image0016846.jpg,surprise
sad/image0029582.jpg,sad
happy/ffhq_681.png,disgust
sad/image0027312.jpg,sad
happy/ffhq_1760.png,happy
anger/image0012217.jpg,disgust
surprise/ffhq_389.png,surprise
anger/image0002955.jpg,anger
surprise/image0032436.jpg,fear
disgust/image0034793.jpg,neutral
anger/image0001258.jpg,anger
contempt/image0040557.jpg,contempt
neutral/ffhq_4424.png,sad
neutral/ffhq_5146.png,neutral
happy/ffhq_51.png,surprise
anger/image0028606.jpg,anger
anger/image0030668.jpg,anger
anger/image0029271.jpg,anger
happy/ffhq_3135.png,happy
happy/ffhq_778.png,happy
sad/image0016594.jpg,sad
happy/ffhq_4937.png,happy
fear/image0016074.jpg,fear
neutral/ffhq_945.png,neutral
neutral/ffhq_980.png,sad
surprise/image0022208.jpg,surprise
happy/ffhq_2877.png,happy
contempt/image0024093.jpg,contempt
disgust/image0027423.jpg,disgust
happy/ffhq_883.png,happy
contempt/image0022798.jpg,anger
neutral/ffhq_4727.png,neutral
contempt/image0034752.jpg,contempt
neutral/ffhq_3885.png,neutral
sad/image0018876.jpg,fear
happy/ffhq_154.png,disgust
neutral/ffhq_5490.png,contempt
sad/image0019608.jpg,sad
happy/ffhq_525.png,happy
happy/ffhq_3412.png,happy
neutral/ffhq_2918.png,contempt
surprise/image0013778.jpg,surprise
neutral/ffhq_1369.png,contempt
fear/image0037781.jpg,surprise
happy/ffhq_2427.png,disgust
disgust/image0035865.jpg,disgust
neutral/ffhq_484.png,contempt
happy/ffhq_4329.png,happy
neutral/ffhq_4460.png,neutral
surprise/ffhq_324.png,surprise
anger/image0012673.jpg,anger
surprise/ffhq_221.png,surprise
disgust/image0039088.jpg,disgust
surprise/image0030256.jpg,surprise
neutral/ffhq_2449.png,surprise
happy/ffhq_10.png,happy
happy/ffhq_1409.png,surprise
anger/image0020125.jpg,anger
disgust/image0042482.jpg,anger
contempt/image0033874.jpg,contempt
surprise/image0032116.jpg,fear
sad/image0008408.jpg,sad
disgust/image0041033.jpg,disgust
happy/ffhq_1523.png,happy
anger/image0006540.jpg,anger
neutral/ffhq_1820.png,neutral
sad/image0009932.jpg,sad
fear/image0039295.jpg,fear
disgust/image0040279.jpg,disgust
happy/ffhq_557.png,happy
happy/ffhq_4686.png,happy
fear/image0039712.jpg,anger
surprise/image0027697.jpg,contempt
anger/image0012111.jpg,anger
surprise/image0021801.jpg,happy
sad/image0007507.jpg,sad
disgust/image0036160.jpg,disgust
happy/ffhq_4301.png,happy
disgust/image0041535.jpg,disgust
surprise/ffhq_611.png,surprise
fear/image0036013.jpg,disgust
anger/image0017562.jpg,anger
contempt/image0040931.jpg,contempt
neutral/ffhq_1471.png,neutral
contempt/image0038254.jpg,contempt
happy/ffhq_3877.png,contempt
sad/image0016943.jpg,disgust
happy/ffhq_4918.png,surprise
neutral/ffhq_504.png,sad
surprise/image0034461.jpg,surprise
fear/image0037317.jpg,fear
sad/image0016946.jpg,neutral
surprise/image0017399.jpg,surprise
surprise/image0026271.jpg,surprise
neutral/ffhq_734.png,neutral
disgust/image0037599.jpg,disgust
fear/image0035398.jpg,sad
fear/image0037794.jpg,fear
neutral/ffhq_432.png,sad
anger/image0018850.jpg,anger
happy/ffhq_2964.png,happy
contempt/image0039421.jpg,contempt
sad/image0012035.jpg,fear
neutral/ffhq_2368.png,neutral
happy/ffhq_2669.png,happy
fear/image0028460.jpg,fear
fear/image0039769.jpg,fear
disgust/image0039984.jpg,anger
surprise/image0031199.jpg,surprise
happy/ffhq_2666.png,happy
fear/image0035265.jpg,contempt
happy/ffhq_4605.png,happy
anger/image0007332.jpg,disgust
fear/image0034898.jpg,disgust
anger/image0009130.jpg,anger
neutral/ffhq_4544.png,disgust
contempt/image0038227.jpg,happy
surprise/ffhq_9.png,surprise
neutral/ffhq_2414.png,anger
neutral/ffhq_5254.png,neutral
neutral/ffhq_2603.png,neutral
contempt/image0016452.jpg,contempt
surprise/image0005176.jpg,surprise
surprise/ffhq_619.png,surprise
fear/image0022570.jpg,disgust
fear/image0015274.jpg,fear
neutral/ffhq_2723.png,neutral
fear/image0022397.jpg,fear
disgust/image0030067.jpg,disgust
happy/ffhq_4434.png,happy
happy/ffhq_3344.png,happy
fear/image0027788.jpg,surprise
contempt/image0035297.jpg,contempt
disgust/image0034026.jpg,disgust
contempt/image0040240.jpg,neutral
surprise/image0030881.jpg,surprise
happy/ffhq_4890.png,happy
contempt/image0006992.jpg,contempt
anger/image0001538.jpg,anger
contempt/image0032582.jpg,contempt
happy/ffhq_3131.png,happy
sad/image0028502.jpg,neutral
sad/image0024532.jpg,neutral
fear/image0030263.jpg,fear
sad/image0029653.jpg,sad
fear/image0007194.jpg,surprise
neutral/ffhq_3813.png,neutral
anger/image0017731.jpg,anger
surprise/image0032201.jpg,fear
fear/image0038198.jpg,fear
happy/ffhq_1338.png,happy
surprise/image0015784.jpg,surprise
happy/ffhq_3204.png,happy
surprise/ffhq_284.png,fear
neutral/ffhq_469.png,sad
happy/ffhq_2212.png,happy
sad/image0018006.jpg,sad
surprise/image0028878.jpg,surprise
fear/image0039722.jpg,neutral
contempt/image0027575.jpg,disgust
neutral/ffhq_4293.png,anger
neutral/ffhq_4078.png,disgust
anger/image0017209.jpg,anger
neutral/ffhq_1792.png,disgust
disgust/image0038076.jpg,happy
anger/image0006258.jpg,anger
happy/ffhq_1993.png,happy
anger/image0028393.jpg,anger
neutral/ffhq_1572.png,surprise
happy/ffhq_397.png,happy
happy/ffhq_950.png,happy
sad/image0025422.jpg,neutral
sad/image0025697.jpg,neutral
neutral/ffhq_4026.png,neutral
anger/image0021045.jpg,anger
happy/ffhq_4196.png,happy
happy/ffhq_604.png,happy
fear/image0038702.jpg,fear
sad/image0002601.jpg,sad
fear/image0036616.jpg,fear
neutral/ffhq_317.png,surprise
surprise/image0015927.jpg,surprise
neutral/ffhq_5158.png,neutral
disgust/image0032113.jpg,disgust
surprise/image0032787.jpg,surprise
sad/image0013547.jpg,surprise
disgust/image0040464.jpg,disgust
anger/image0001794.jpg,anger
contempt/image0032943.jpg,happy
contempt/image0031943.jpg,contempt
contempt/image0013196.jpg,sad
neutral/ffhq_3959.png,neutral
neutral/ffhq_1593.png,neutral
happy/ffhq_796.png,contempt
contempt/image0037461.jpg,anger
